countries,hts_code,condition
2050;2110;2150;2230;2470;4890;5110,54079210,fta
2050;2110;2150;2230;2470;4890;5110,54079220,fta
2050;2110;2150;2230;2470;4890;5110,54079305,fta
2050;2110;2150;2230;2470;4890;5110,54079310,fta
2050;2110;2150;2230;2470;4890;5110,54079315,fta
2050;2110;2150;2230;2470;4890;5110,54079320,fta
2050;2110;2150;2230;2470;4890;5110,54079405,fta
2050;2110;2150;2230;2470;4890;5110,54079410,fta
2050;2110;2150;2230;2470;4890;5110,54079420,fta
2050;2110;2150;2230;2470;4890;5110,54081000,fta
2050;2110;2150;2230;2470;4890;5110,54082100,fta
2050;2110;2150;2230;2470;4890;5110,54082210,fta
2050;2110;2150;2230;2470;4890;5110,54082290,fta
2050;2110;2150;2230;2470;4890;5110,54082311,fta
2050;2110;2150;2230;2470;4890;5110,54082319,fta
2050;2110;2150;2230;2470;4890;5110,54082321,fta
2050;2110;2150;2230;2470;4890;5110,54082329,fta
2050;2110;2150;2230;2470;4890;5110,54082410,fta
2050;2110;2150;2230;2470;4890;5110,54082490,fta
2050;2110;2150;2230;2470;4890;5110,54083105,fta
2050;2110;2150;2230;2470;4890;5110,54083110,fta
2050;2110;2150;2230;2470;4890;5110,54083120,fta
2050;2110;2150;2230;2470;4890;5110,54083205,fta
2050;2110;2150;2230;2470;4890;5110,54083210,fta
2050;2110;2150;2230;2470;4890;5110,54083230,fta
2050;2110;2150;2230;2470;4890;5110,54083290,fta
2050;2110;2150;2230;2470;4890;5110,54083305,fta
2050;2110;2150;2230;2470;4890;5110,54083310,fta
2050;2110;2150;2230;2470;4890;5110,54083315,fta
2050;2110;2150;2230;2470;4890;5110,54083330,fta
2050;2110;2150;2230;2470;4890;5110,54083390,fta
2050;2110;2150;2230;2470;4890;5110,54083405,fta
2050;2110;2150;2230;2470;4890;5110,54083410,fta
2050;2110;2150;2230;2470;4890;5110,54083430,fta
2050;2110;2150;2230;2470;4890;5110,54083490,fta
2050;2110;2150;2230;2470;4890;5110,55011100,fta
2050;2110;2150;2230;2470;4890;5110,55011900,fta
2050;2110;2150;2230;2470;4890;5110,55012000,fta
2050;2110;2150;2230;2470;4890;5110,55013000,fta
2050;2110;2150;2230;2470;4890;5110,55014000,fta
2050;2110;2150;2230;2470;4890;5110,55019001,fta
2050;2110;2150;2230;2470;4890;5110,55021000,fta
2050;2110;2150;2230;2470;4890;5110,55029000,fta
2050;2110;2150;2230;2470;4890;5110,55031100,fta
2050;2110;2150;2230;2470;4890;5110,55031910,fta
2050;2110;2150;2230;2470;4890;5110,55031990,fta
2050;2110;2150;2230;2470;4890;5110,55032000,fta
2050;2110;2150;2230;2470;4890;5110,55033000,fta
2050;2110;2150;2230;2470;4890;5110,55034000,fta
2050;2110;2150;2230;2470;4890;5110,55039010,fta
2050;2110;2150;2230;2470;4890;5110,55039090,fta
2050;2110;2150;2230;2470;4890;5110,55041000,fta
2050;2110;2150;2230;2470;4890;5110,55049000,fta
2050;2110;2150;2230;2470;4890;5110,55051000,fta
2050;2110;2150;2230;2470;4890;5110,55052000,fta
2050;2110;2150;2230;2470;4890;5110,55061000,fta
2050;2110;2150;2230;2470;4890;5110,55062000,fta
2050;2110;2150;2230;2470;4890;5110,55063000,fta
2050;2110;2150;2230;2470;4890;5110,55064000,fta
2050;2110;2150;2230;2470;4890;5110,55069001,fta
2050;2110;2150;2230;2470;4890;5110,55070000,fta
2050;2110;2150;2230;2470;4890;5110,55081000,fta
2050;2110;2150;2230;2470;4890;5110,55082000,fta
2050;2110;2150;2230;2470;4890;5110,55091100,fta
2050;2110;2150;2230;2470;4890;5110,55091200,fta
2050;2110;2150;2230;2470;4890;5110,55092100,fta
2050;2110;2150;2230;2470;4890;5110,55092200,fta
2050;2110;2150;2230;2470;4890;5110,55093100,fta
2050;2110;2150;2230;2470;4890;5110,55093200,fta
2050;2110;2150;2230;2470;4890;5110,55094100,fta
2050;2110;2150;2230;2470;4890;5110,55094200,fta
2050;2110;2150;2230;2470;4890;5110,55095130,fta
2050;2110;2150;2230;2470;4890;5110,55095160,fta
2050;2110;2150;2230;2470;4890;5110,55095200,fta
2050;2110;2150;2230;2470;4890;5110,55095300,fta
2050;2110;2150;2230;2470;4890;5110,55095900,fta
2050;2110;2150;2230;2470;4890;5110,55096100,fta
2050;2110;2150;2230;2470;4890;5110,55096200,fta
2050;2110;2150;2230;2470;4890;5110,55096920,fta
2050;2110;2150;2230;2470;4890;5110,55096940,fta
2050;2110;2150;2230;2470;4890;5110,55096960,fta
2050;2110;2150;2230;2470;4890;5110,55099100,fta
2050;2110;2150;2230;2470;4890;5110,55099200,fta
2050;2110;2150;2230;2470;4890;5110,55099920,fta
2050;2110;2150;2230;2470;4890;5110,55099940,fta
2050;2110;2150;2230;2470;4890;5110,55099960,fta
2050;2110;2150;2230;2470;4890;5110,55101100,fta
2050;2110;2150;2230;2470;4890;5110,55101200,fta
2050;2110;2150;2230;2470;4890;5110,55102000,fta
2050;2110;2150;2230;2470;4890;5110,55103000,fta
2050;2110;2150;2230;2470;4890;5110,55109020,fta
2050;2110;2150;2230;2470;4890;5110,55109040,fta
2050;2110;2150;2230;2470;4890;5110,55109060,fta
2050;2110;2150;2230;2470;4890;5110,55111000,fta
2050;2110;2150;2230;2470;4890;5110,55112000,fta
2050;2110;2150;2230;2470;4890;5110,55113000,fta
2050;2110;2150;2230;2470;4890;5110,55121100,fta
2050;2110;2150;2230;2470;4890;5110,55121900,fta
2050;2110;2150;2230;2470;4890;5110,55122100,fta
2050;2110;2150;2230;2470;4890;5110,55122900,fta
2050;2110;2150;2230;2470;4890;5110,55129100,fta
2050;2110;2150;2230;2470;4890;5110,55129900,fta
2050;2110;2150;2230;2470;4890;5110,55131100,fta
2050;2110;2150;2230;2470;4890;5110,55131200,fta
2050;2110;2150;2230;2470;4890;5110,55131300,fta
2050;2110;2150;2230;2470;4890;5110,55131900,fta
2050;2110;2150;2230;2470;4890;5110,55132100,fta
2050;2110;2150;2230;2470;4890;5110,55132301,fta
2050;2110;2150;2230;2470;4890;5110,55132900,fta
2050;2110;2150;2230;2470;4890;5110,55133100,fta
2050;2110;2150;2230;2470;4890;5110,55133901,fta
2050;2110;2150;2230;2470;4890;5110,55134100,fta
2050;2110;2150;2230;2470;4890;5110,55134910,fta
2050;2110;2150;2230;2470;4890;5110,55134920,fta
2050;2110;2150;2230;2470;4890;5110,55134990,fta
2050;2110;2150;2230;2470;4890;5110,55141100,fta
2050;2110;2150;2230;2470;4890;5110,55141200,fta
2050;2110;2150;2230;2470;4890;5110,55141910,fta
2050;2110;2150;2230;2470;4890;5110,55141990,fta
2050;2110;2150;2230;2470;4890;5110,55142100,fta
2050;2110;2150;2230;2470;4890;5110,55142200,fta
2050;2110;2150;2230;2470;4890;5110,55142300,fta
2050;2110;2150;2230;2470;4890;5110,55142900,fta
2050;2110;2150;2230;2470;4890;5110,55143031,fta
2050;2110;2150;2230;2470;4890;5110,55143032,fta
2050;2110;2150;2230;2470;4890;5110,55143033,fta
2050;2110;2150;2230;2470;4890;5110,55143039,fta
2050;2110;2150;2230;2470;4890;5110,55144100,fta
2050;2110;2150;2230;2470;4890;5110,55144200,fta
2050;2110;2150;2230;2470;4890;5110,55144300,fta
2050;2110;2150;2230;2470;4890;5110,55144900,fta
2050;2110;2150;2230;2470;4890;5110,55151100,fta
2050;2110;2150;2230;2470;4890;5110,55151200,fta
2050;2110;2150;2230;2470;4890;5110,55151305,fta
2050;2110;2150;2230;2470;4890;5110,55151310,fta
2050;2110;2150;2230;2470;4890;5110,55151900,fta
2050;2110;2150;2230;2470;4890;5110,55152100,fta
2050;2110;2150;2230;2470;4890;5110,55152205,fta
2050;2110;2150;2230;2470;4890;5110,55152210,fta
2050;2110;2150;2230;2470;4890;5110,55152900,fta
2050;2110;2150;2230;2470;4890;5110,55159100,fta
2050;2110;2150;2230;2470;4890;5110,55159905,fta
2050;2110;2150;2230;2470;4890;5110,55159910,fta
2050;2110;2150;2230;2470;4890;5110,55159990,fta
2050;2110;2150;2230;2470;4890;5110,55161100,fta
2050;2110;2150;2230;2470;4890;5110,55161200,fta
2050;2110;2150;2230;2470;4890;5110,55161300,fta
2050;2110;2150;2230;2470;4890;5110,55161400,fta
2050;2110;2150;2230;2470;4890;5110,55162100,fta
2050;2110;2150;2230;2470;4890;5110,55162200,fta
2050;2110;2150;2230;2470;4890;5110,55162300,fta
2050;2110;2150;2230;2470;4890;5110,55162400,fta
2050;2110;2150;2230;2470;4890;5110,55163105,fta
2050;2110;2150;2230;2470;4890;5110,55163110,fta
2050;2110;2150;2230;2470;4890;5110,55163205,fta
2050;2110;2150;2230;2470;4890;5110,55163210,fta
2050;2110;2150;2230;2470;4890;5110,55163305,fta
2050;2110;2150;2230;2470;4890;5110,55163310,fta
2050;2110;2150;2230;2470;4890;5110,55163405,fta
2050;2110;2150;2230;2470;4890;5110,55163410,fta
2050;2110;2150;2230;2470;4890;5110,55164100,fta
2050;2110;2150;2230;2470;4890;5110,55164200,fta
2050;2110;2150;2230;2470;4890;5110,55164300,fta
2050;2110;2150;2230;2470;4890;5110,55164400,fta
2050;2110;2150;2230;2470;4890;5110,55169100,fta
2050;2110;2150;2230;2470;4890;5110,55169200,fta
2050;2110;2150;2230;2470;4890;5110,55169300,fta
2050;2110;2150;2230;2470;4890;5110,55169400,fta
2050;2110;2150;2230;2470;4890;5110,56012100,fta
2050;2110;2150;2230;2470;4890;5110,56012200,fta
2050;2110;2150;2230;2470;4890;5110,56012900,fta
2050;2110;2150;2230;2470;4890;5110,56013000,fta
2050;2110;2150;2230;2470;4890;5110,56021010,fta
2050;2110;2150;2230;2470;4890;5110,56021090,fta
2050;2110;2150;2230;2470;4890;5110,56022100,fta
2050;2110;2150;2230;2470;4890;5110,56022900,fta
2050;2110;2150;2230;2470;4890;5110,56029030,fta
2050;2110;2150;2230;2470;4890;5110,56029060,fta
2050;2110;2150;2230;2470;4890;5110,56029090,fta
2050;2110;2150;2230;2470;4890;5110,56031100,fta
2050;2110;2150;2230;2470;4890;5110,56031200,fta
2050;2110;2150;2230;2470;4890;5110,56031300,fta
2050;2110;2150;2230;2470;4890;5110,56031430,fta
2050;2110;2150;2230;2470;4890;5110,56031490,fta
2050;2110;2150;2230;2470;4890;5110,56039100,fta
2050;2110;2150;2230;2470;4890;5110,56039200,fta
2050;2110;2150;2230;2470;4890;5110,56039300,fta
2050;2110;2150;2230;2470;4890;5110,56039410,fta
2050;2110;2150;2230;2470;4890;5110,56039430,fta
2050;2110;2150;2230;2470;4890;5110,56039490,fta
2050;2110;2150;2230;2470;4890;5110,56041000,fta
2050;2110;2150;2230;2470;4890;5110,56049020,fta
2050;2110;2150;2230;2470;4890;5110,56049090,fta
2050;2110;2150;2230;2470;4890;5110,56050010,fta
2050;2110;2150;2230;2470;4890;5110,56050090,fta
2050;2110;2150;2230;2470;4890;5110,56060000,fta
2050;2110;2150;2230;2470;4890;5110,56072100,fta
2050;2110;2150;2230;2470;4890;5110,56072900,fta
2050;2110;2150;2230;2470;4890;5110,56074110,fta
2050;2110;2150;2230;2470;4890;5110,56074130,fta
2050;2110;2150;2230;2470;4890;5110,56074910,fta
2050;2110;2150;2230;2470;4890;5110,56074915,fta
2050;2110;2150;2230;2470;4890;5110,56074925,fta
2050;2110;2150;2230;2470;4890;5110,56074930,fta
2050;2110;2150;2230;2470;4890;5110,56075025,fta
2050;2110;2150;2230;2470;4890;5110,56075035,fta
2050;2110;2150;2230;2470;4890;5110,56075040,fta
2050;2110;2150;2230;2470;4890;5110,56079010,fta
2050;2110;2150;2230;2470;4890;5110,56079015,fta
2050;2110;2150;2230;2470;4890;5110,56079025,fta
2050;2110;2150;2230;2470;4890;5110,56079035,fta
2050;2110;2150;2230;2470;4890;5110,56079090,fta
2050;2110;2150;2230;2470;4890;5110,56081100,fta
2050;2110;2150;2230;2470;4890;5110,56081910,fta
2050;2110;2150;2230;2470;4890;5110,56081920,fta
2050;2110;2150;2230;2470;4890;5110,56089010,fta
2050;2110;2150;2230;2470;4890;5110,56089023,fta
2050;2110;2150;2230;2470;4890;5110,56089027,fta
2050;2110;2150;2230;2470;4890;5110,56089030,fta
2050;2110;2150;2230;2470;4890;5110,56090010,fta
2050;2110;2150;2230;2470;4890;5110,56090020,fta
2050;2110;2150;2230;2470;4890;5110,56090030,fta
2050;2110;2150;2230;2470;4890;5110,56090040,fta
2050;2110;2150;2230;2470;4890;5110,57011013,fta
2050;2110;2150;2230;2470;4890;5110,57011016,fta
2050;2110;2150;2230;2470;4890;5110,57011040,fta
2050;2110;2150;2230;2470;4890;5110,57011090,fta
2050;2110;2150;2230;2470;4890;5110,57019010,fta
2050;2110;2150;2230;2470;4890;5110,57019020,fta
2050;2110;2150;2230;2470;4890;5110,57021010,fta
2050;2110;2150;2230;2470;4890;5110,57021090,fta
2050;2110;2150;2230;2470;4890;5110,57022010,fta
2050;2110;2150;2230;2470;4890;5110,57022020,fta
2050;2110;2150;2230;2470;4890;5110,57023110,fta
2050;2110;2150;2230;2470;4890;5110,57023120,fta
2050;2110;2150;2230;2470;4890;5110,57023210,fta
2050;2110;2150;2230;2470;4890;5110,57023220,fta
2050;2110;2150;2230;2470;4890;5110,57023910,fta
2050;2110;2150;2230;2470;4890;5110,57023920,fta
2050;2110;2150;2230;2470;4890;5110,57024110,fta
2050;2110;2150;2230;2470;4890;5110,57024120,fta
2050;2110;2150;2230;2470;4890;5110,57024210,fta
2050;2110;2150;2230;2470;4890;5110,57024220,fta
2050;2110;2150;2230;2470;4890;5110,57024910,fta
2050;2110;2150;2230;2470;4890;5110,57024915,fta
2050;2110;2150;2230;2470;4890;5110,57024920,fta
2050;2110;2150;2230;2470;4890;5110,57025020,fta
2050;2110;2150;2230;2470;4890;5110,57025040,fta
2050;2110;2150;2230;2470;4890;5110,57025052,fta
2050;2110;2150;2230;2470;4890;5110,57025056,fta
2050;2110;2150;2230;2470;4890;5110,57025059,fta
2050;2110;2150;2230;2470;4890;5110,57029120,fta
2050;2110;2150;2230;2470;4890;5110,57029130,fta
2050;2110;2150;2230;2470;4890;5110,57029140,fta
2050;2110;2150;2230;2470;4890;5110,57029210,fta
2050;2110;2150;2230;2470;4890;5110,57029290,fta
2050;2110;2150;2230;2470;4890;5110,57029905,fta
2050;2110;2150;2230;2470;4890;5110,57029915,fta
2050;2110;2150;2230;2470;4890;5110,57029920,fta
2050;2110;2150;2230;2470;4890;5110,57031020,fta
2050;2110;2150;2230;2470;4890;5110,57031080,fta
2050;2110;2150;2230;2470;4890;5110,57032100,fta
2050;2110;2150;2230;2470;4890;5110,57032910,fta
2050;2110;2150;2230;2470;4890;5110,57032920,fta
2050;2110;2150;2230;2470;4890;5110,57033100,fta
2050;2110;2150;2230;2470;4890;5110,57033910,fta
2050;2110;2150;2230;2470;4890;5110,57033920,fta
2050;2110;2150;2230;2470;4890;5110,57039000,fta
2050;2110;2150;2230;2470;4890;5110,57041000,fta
2050;2110;2150;2230;2470;4890;5110,57042000,fta
2050;2110;2150;2230;2470;4890;5110,57049001,fta
2050;2110;2150;2230;2470;4890;5110,57050010,fta
2050;2110;2150;2230;2470;4890;5110,57050020,fta
2050;2110;2150;2230;2470;4890;5110,58011000,fta
2050;2110;2150;2230;2470;4890;5110,58012100,fta
2050;2110;2150;2230;2470;4890;5110,58012210,fta
2050;2110;2150;2230;2470;4890;5110,58012290,fta
2050;2110;2150;2230;2470;4890;5110,58012300,fta
2050;2110;2150;2230;2470;4890;5110,58012600,fta
2050;2110;2150;2230;2470;4890;5110,58012710,fta
2050;2110;2150;2230;2470;4890;5110,58012750,fta
2050;2110;2150;2230;2470;4890;5110,58013100,fta
2050;2110;2150;2230;2470;4890;5110,58013200,fta
2050;2110;2150;2230;2470;4890;5110,58013300,fta
2050;2110;2150;2230;2470;4890;5110,58013600,fta
2050;2110;2150;2230;2470;4890;5110,58013710,fta
2050;2110;2150;2230;2470;4890;5110,58013750,fta
2050;2110;2150;2230;2470;4890;5110,58019010,fta
2050;2110;2150;2230;2470;4890;5110,58019020,fta
2050;2110;2150;2230;2470;4890;5110,58021010,fta
2050;2110;2150;2230;2470;4890;5110,58021090,fta
2050;2110;2150;2230;2470;4890;5110,58022000,fta
2050;2110;2150;2230;2470;4890;5110,58023000,fta
2050;2110;2150;2230;2470;4890;5110,58030010,fta
2050;2110;2150;2230;2470;4890;5110,58030020,fta
2050;2110;2150;2230;2470;4890;5110,58030030,fta
2050;2110;2150;2230;2470;4890;5110,58030040,fta
2050;2110;2150;2230;2470;4890;5110,58030050,fta
2050;2110;2150;2230;2470;4890;5110,58030090,fta
2050;2110;2150;2230;2470;4890;5110,58041010,fta
2050;2110;2150;2230;2470;4890;5110,58041090,fta
2050;2110;2150;2230;2470;4890;5110,58042100,fta
2050;2110;2150;2230;2470;4890;5110,58042910,fta
2050;2110;2150;2230;2470;4890;5110,58042990,fta
2050;2110;2150;2230;2470;4890;5110,58043000,fta
2050;2110;2150;2230;2470;4890;5110,58050010,fta
2050;2110;2150;2230;2470;4890;5110,58050020,fta
2050;2110;2150;2230;2470;4890;5110,58050025,fta
2050;2110;2150;2230;2470;4890;5110,58050030,fta
2050;2110;2150;2230;2470;4890;5110,58050040,fta
2050;2110;2150;2230;2470;4890;5110,58061010,fta
2050;2110;2150;2230;2470;4890;5110,58061024,fta
2050;2110;2150;2230;2470;4890;5110,58061028,fta
2050;2110;2150;2230;2470;4890;5110,58061030,fta
2050;2110;2150;2230;2470;4890;5110,58062000,fta
2050;2110;2150;2230;2470;4890;5110,58063100,fta
2050;2110;2150;2230;2470;4890;5110,58063210,fta
2050;2110;2150;2230;2470;4890;5110,58063220,fta
2050;2110;2150;2230;2470;4890;5110,58063910,fta
2050;2110;2150;2230;2470;4890;5110,58063920,fta
2050;2110;2150;2230;2470;4890;5110,58063930,fta
2050;2110;2150;2230;2470;4890;5110,58064000,fta
2050;2110;2150;2230;2470;4890;5110,58071005,fta
2050;2110;2150;2230;2470;4890;5110,58071015,fta
2050;2110;2150;2230;2470;4890;5110,58071020,fta
2050;2110;2150;2230;2470;4890;5110,58079005,fta
2050;2110;2150;2230;2470;4890;5110,58079015,fta
2050;2110;2150;2230;2470;4890;5110,58079020,fta
2050;2110;2150;2230;2470;4890;5110,58081010,fta
2050;2110;2150;2230;2470;4890;5110,58081040,fta
2050;2110;2150;2230;2470;4890;5110,58081050,fta
2050;2110;2150;2230;2470;4890;5110,58081070,fta
2050;2110;2150;2230;2470;4890;5110,58081090,fta
2050;2110;2150;2230;2470;4890;5110,58089000,fta
2050;2110;2150;2230;2470;4890;5110,58090000,fta
2050;2110;2150;2230;2470;4890;5110,58101000,fta
2050;2110;2150;2230;2470;4890;5110,58109100,fta
2050;2110;2150;2230;2470;4890;5110,58109210,fta
2050;2110;2150;2230;2470;4890;5110,58109290,fta
2050;2110;2150;2230;2470;4890;5110,58109910,fta
2050;2110;2150;2230;2470;4890;5110,58109990,fta
2050;2110;2150;2230;2470;4890;5110,58110010,fta
2050;2110;2150;2230;2470;4890;5110,58110020,fta
2050;2110;2150;2230;2470;4890;5110,58110030,fta
2050;2110;2150;2230;2470;4890;5110,58110040,fta
2050;2110;2150;2230;2470;4890;5110,59011010,fta
2050;2110;2150;2230;2470;4890;5110,59011020,fta
2050;2110;2150;2230;2470;4890;5110,59019020,fta
2050;2110;2150;2230;2470;4890;5110,59019040,fta
2050;2110;2150;2230;2470;4890;5110,59021000,fta
2050;2110;2150;2230;2470;4890;5110,59022000,fta
2050;2110;2150;2230;2470;4890;5110,59029000,fta
2050;2110;2150;2230;2470;4890;5110,59031010,fta
2050;2110;2150;2230;2470;4890;5110,59031015,fta
2050;2110;2150;2230;2470;4890;5110,59031018,fta
2050;2110;2150;2230;2470;4890;5110,59031020,fta
2050;2110;2150;2230;2470;4890;5110,59031025,fta
2050;2110;2150;2230;2470;4890;5110,59031030,fta
2050;2110;2150;2230;2470;4890;5110,59032010,fta
2050;2110;2150;2230;2470;4890;5110,59032015,fta
2050;2110;2150;2230;2470;4890;5110,59032018,fta
2050;2110;2150;2230;2470;4890;5110,59032020,fta
2050;2110;2150;2230;2470;4890;5110,59032025,fta
2050;2110;2150;2230;2470;4890;5110,59032030,fta
2050;2110;2150;2230;2470;4890;5110,59039010,fta
2050;2110;2150;2230;2470;4890;5110,59039015,fta
2050;2110;2150;2230;2470;4890;5110,59039018,fta
2050;2110;2150;2230;2470;4890;5110,59039020,fta
2050;2110;2150;2230;2470;4890;5110,59039025,fta
2050;2110;2150;2230;2470;4890;5110,59039030,fta
2050;2110;2150;2230;2470;4890;5110,59041000,fta
2050;2110;2150;2230;2470;4890;5110,59049010,fta
2050;2110;2150;2230;2470;4890;5110,59049090,fta
2050;2110;2150;2230;2470;4890;5110,59050010,fta
2050;2110;2150;2230;2470;4890;5110,59050090,fta
2050;2110;2150;2230;2470;4890;5110,59069110,fta
2050;2110;2150;2230;2470;4890;5110,59069120,fta
2050;2110;2150;2230;2470;4890;5110,59069125,fta
2050;2110;2150;2230;2470;4890;5110,59069130,fta
2050;2110;2150;2230;2470;4890;5110,59069910,fta
2050;2110;2150;2230;2470;4890;5110,59069920,fta
2050;2110;2150;2230;2470;4890;5110,59069925,fta
2050;2110;2150;2230;2470;4890;5110,59069930,fta
2050;2110;2150;2230;2470;4890;5110,59070005,fta
2050;2110;2150;2230;2470;4890;5110,59070015,fta
2050;2110;2150;2230;2470;4890;5110,59070025,fta
2050;2110;2150;2230;2470;4890;5110,59070035,fta
2050;2110;2150;2230;2470;4890;5110,59070060,fta
2050;2110;2150;2230;2470;4890;5110,59070080,fta
2050;2110;2150;2230;2470;4890;5110,59080000,fta
2050;2110;2150;2230;2470;4890;5110,59090010,fta
2050;2110;2150;2230;2470;4890;5110,59090020,fta
2050;2110;2150;2230;2470;4890;5110,59100010,fta
2050;2110;2150;2230;2470;4890;5110,59100090,fta
2050;2110;2150;2230;2470;4890;5110,59111010,fta
2050;2110;2150;2230;2470;4890;5110,59111020,fta
2050;2110;2150;2230;2470;4890;5110,59112010,fta
2050;2110;2150;2230;2470;4890;5110,59112020,fta
2050;2110;2150;2230;2470;4890;5110,59112030,fta
2050;2110;2150;2230;2470;4890;5110,59113100,fta
2050;2110;2150;2230;2470;4890;5110,59113200,fta
2050;2110;2150;2230;2470;4890;5110,59114001,fta
2050;2110;2150;2230;2470;4890;5110,59119000,fta
2050;2110;2150;2230;2470;4890;5110,60011020,fta
2050;2110;2150;2230;2470;4890;5110,60011060,fta
2050;2110;2150;2230;2470;4890;5110,60012100,fta
2050;2110;2150;2230;2470;4890;5110,60012200,fta
2050;2110;2150;2230;2470;4890;5110,60012900,fta
2050;2110;2150;2230;2470;4890;5110,60019100,fta
2050;2110;2150;2230;2470;4890;5110,60019200,fta
2050;2110;2150;2230;2470;4890;5110,60019910,fta
2050;2110;2150;2230;2470;4890;5110,60019990,fta
2050;2110;2150;2230;2470;4890;5110,60024040,fta
2050;2110;2150;2230;2470;4890;5110,60024080,fta
2050;2110;2150;2230;2470;4890;5110,60029040,fta
2050;2110;2150;2230;2470;4890;5110,60029080,fta
2050;2110;2150;2230;2470;4890;5110,60031010,fta
2050;2110;2150;2230;2470;4890;5110,60031090,fta
2050;2110;2150;2230;2470;4890;5110,60032010,fta
2050;2110;2150;2230;2470;4890;5110,60032030,fta
2050;2110;2150;2230;2470;4890;5110,60033010,fta
2050;2110;2150;2230;2470;4890;5110,60033060,fta
2050;2110;2150;2230;2470;4890;5110,60034010,fta
2050;2110;2150;2230;2470;4890;5110,60034060,fta
2050;2110;2150;2230;2470;4890;5110,60039010,fta
2050;2110;2150;2230;2470;4890;5110,60039090,fta
2050;2110;2150;2230;2470;4890;5110,60041000,fta
2050;2110;2150;2230;2470;4890;5110,60049020,fta
2050;2110;2150;2230;2470;4890;5110,60049090,fta
2050;2110;2150;2230;2470;4890;5110,60052100,fta
2050;2110;2150;2230;2470;4890;5110,60052200,fta
2050;2110;2150;2230;2470;4890;5110,60052300,fta
2050;2110;2150;2230;2470;4890;5110,60052400,fta
2050;2110;2150;2230;2470;4890;5110,60053500,fta
2050;2110;2150;2230;2470;4890;5110,60053600,fta
2050;2110;2150;2230;2470;4890;5110,60053700,fta
2050;2110;2150;2230;2470;4890;5110,60053800,fta
2050;2110;2150;2230;2470;4890;5110,60053900,fta
2050;2110;2150;2230;2470;4890;5110,60054100,fta
2050;2110;2150;2230;2470;4890;5110,60054200,fta
2050;2110;2150;2230;2470;4890;5110,60054300,fta
2050;2110;2150;2230;2470;4890;5110,60054400,fta
2050;2110;2150;2230;2470;4890;5110,60059010,fta
2050;2110;2150;2230;2470;4890;5110,60059090,fta
2050;2110;2150;2230;2470;4890;5110,60061000,fta
2050;2110;2150;2230;2470;4890;5110,60062110,fta
2050;2110;2150;2230;2470;4890;5110,60062190,fta
2050;2110;2150;2230;2470;4890;5110,60062210,fta
2050;2110;2150;2230;2470;4890;5110,60062290,fta
2050;2110;2150;2230;2470;4890;5110,60062310,fta
2050;2110;2150;2230;2470;4890;5110,60062390,fta
2050;2110;2150;2230;2470;4890;5110,60062410,fta
2050;2110;2150;2230;2470;4890;5110,60062490,fta
2050;2110;2150;2230;2470;4890;5110,60063100,fta
2050;2110;2150;2230;2470;4890;5110,60063200,fta
2050;2110;2150;2230;2470;4890;5110,60063300,fta
2050;2110;2150;2230;2470;4890;5110,60063400,fta
2050;2110;2150;2230;2470;4890;5110,60064100,fta
2050;2110;2150;2230;2470;4890;5110,60064200,fta
2050;2110;2150;2230;2470;4890;5110,60064300,fta
2050;2110;2150;2230;2470;4890;5110,60064400,fta
2050;2110;2150;2230;2470;4890;5110,60069010,fta
2050;2110;2150;2230;2470;4890;5110,60069090,fta
2050;2110;2150;2230;2470;4890;5110,61012000,fta
2050;2110;2150;2230;2470;4890;5110,61013010,fta
2050;2110;2150;2230;2470;4890;5110,61013015,fta
2050;2110;2150;2230;2470;4890;5110,61013020,fta
2050;2110;2150;2230;2470;4890;5110,61019005,fta
2050;2110;2150;2230;2470;4890;5110,61019010,fta
2050;2110;2150;2230;2470;4890;5110,61019090,fta
2050;2110;2150;2230;2470;4890;5110,61021000,fta
2050;2110;2150;2230;2470;4890;5110,61022000,fta
2050;2110;2150;2230;2470;4890;5110,61023005,fta
2050;2110;2150;2230;2470;4890;5110,61023010,fta
2050;2110;2150;2230;2470;4890;5110,61023020,fta
2050;2110;2150;2230;2470;4890;5110,61029010,fta
2050;2110;2150;2230;2470;4890;5110,61029090,fta
2050;2110;2150;2230;2470;4890;5110,61031010,fta
2050;2110;2150;2230;2470;4890;5110,61031020,fta
2050;2110;2150;2230;2470;4890;5110,61031030,fta
2050;2110;2150;2230;2470;4890;5110,61031040,fta
2050;2110;2150;2230;2470;4890;5110,61031050,fta
2050;2110;2150;2230;2470;4890;5110,61031060,fta
2050;2110;2150;2230;2470;4890;5110,61031070,fta
2050;2110;2150;2230;2470;4890;5110,61031090,fta
2050;2110;2150;2230;2470;4890;5110,61032200,fta
2050;2110;2150;2230;2470;4890;5110,61032300,fta
2050;2110;2150;2230;2470;4890;5110,61032905,fta
2050;2110;2150;2230;2470;4890;5110,61032910,fta
2050;2110;2150;2230;2470;4890;5110,61032920,fta
2050;2110;2150;2230;2470;4890;5110,61033100,fta
2050;2110;2150;2230;2470;4890;5110,61033200,fta
2050;2110;2150;2230;2470;4890;5110,61033310,fta
2050;2110;2150;2230;2470;4890;5110,61033320,fta
2050;2110;2150;2230;2470;4890;5110,61033910,fta
2050;2110;2150;2230;2470;4890;5110,61033940,fta
2050;2110;2150;2230;2470;4890;5110,61033980,fta
2050;2110;2150;2230;2470;4890;5110,61034110,fta
2050;2110;2150;2230;2470;4890;5110,61034120,fta
