"ch99_code","rate","authority","country_type","countries","general_raw","other_raw","description"
"9903.88.17",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(v) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.18",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(w) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.19",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(x) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.20",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(y) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.21",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(z) to this subchapter"
"9903.88.22",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(aa) to this subchapter"
"9903.88.23",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(bb) to this subchapter"
"9903.88.24",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(cc) to this subchapter"
"9903.88.25",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(dd) to this subchapter"
"9903.88.26",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ee) to this subchapter"
"9903.88.27",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ff) to this subchapter"
"9903.88.28",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(gg) to this subchapter"
"9903.88.33",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ll) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.34",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(mm) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.35",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(nn) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.36",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(oo) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.37",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(pp) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.38",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(qq) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.39",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(rr) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.40",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ss) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.41",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(tt) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.42",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(uu) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.43",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(vv) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.44",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ww) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.45",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(xx) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.46",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(yy) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.47",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(zz) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.48",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(aaa) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.49",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(bbb) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.50",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after June 4, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(ccc) to this subchapter, each covered by an ex"
"9903.88.51",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ddd) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.52",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after July 9, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(eee) to this subchapter, each covered by an ex"
"9903.88.53",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(fff) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.54",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after July 31, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(ggg) to this subchapter, each covered by an e"
"9903.88.55",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(hhh) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.56",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after August 7, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(iii) to this subchapter, each covered by an "
"9903.88.57",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after September 1, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(jjj) to this subchapter, each covered by "
"9903.88.58",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after September 20, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(kkk) to this subchapter, each covered by"
"9903.88.59",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after September 20, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(lll) to this subchapter, each covered by"
"9903.88.60",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after October 2, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(mmm) to this subchapter, each covered by an"
"9903.88.61",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after October 2, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(nnn) to this subchapter, each covered by an"
"9903.88.62",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after January 1, 2021, and through November 30, 2021, articles the product of China, as provided for in U.S. note 20(ooo) to this subchapter, each covered by an"
"9903.88.63",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after January 1, 2021, and through November 30, 2021, articles the product of China, as provided for in U.S. note 20(ppp) to this subchapter, each covered by an"
"9903.88.64",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after January 1, 2021, and through November 30, 2021, articles the product of China, as provided for in U.S. note 20(qqq) to this subchapter, each covered by an"
"9903.88.65",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after January 1, 2021, and through November 30, 2021, articles the product of China, as provided for in U.S. note 20(rrr) to this subchapter, each covered by an"
"9903.88.66",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after December 1, 2021, and before June 1, 2023, articles the product of China, as provided for in U.S. note 20(sss) to this subchapter, each covered by an excl"
"9903.88.67",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after October 12, 2021 and through June 14, 2024, articles the product of China, as provided for in U.S. note 20(ttt) to this subchapter, each covered by an exc"
"9903.88.68",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after June 1, 2023, and before June 15, 2024, articles the product of China, as provided for in U.S. note 20(uuu) to this subchapter, each covered by an exclusi"
"9903.88.69",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after June 15, 2024 and through November 9, 2026, articles the product of China, as provided for in U.S. note 20(vvv) to this subchapter, each covered by an exc"
"9903.88.70",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after January 1, 2024, and through November 9, 2026, articles the product of China, as provided in U.S. note 20(www) to this subchapter, each covered by an excl"
"9903.89.05","0.15","section_301","all","","The duty provided in the applicable subheading + 15%","","New airplanes and other new aircraft, as defined in U.S. note 21(b) to this subchapter (other than military airplanes or other military aircraft), of an unladen weight exceeding 30,000 kg (described i"
"9903.89.07",,"section_301","all","","The duty provided in the applicable subheading","","Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg (provided for in subheading 8802.40.00), the foregoing not described in subheading 9903.89.05"
"9903.89.10","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in the subheadings enumerated in U.S. note 21(c) to this subchapter"
"9903.89.13","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(d) to this subchapter"
"9903.89.16","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(e) to this subchapter"
"9903.89.19","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(f) to this subchapter"
"9903.89.22","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(g) to this subchapter"
"9903.89.25","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(h) to this subchapter"
"9903.89.28","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(i) to this subchapter"
"9903.89.31","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(j) to this subchapter"
"9903.89.34","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(k) to this subchapter"
"9903.89.37","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(l) to this subchapter"
"9903.89.40","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(m) to this subchapter"
"9903.89.43","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(n) to this subchapter"
"9903.89.46","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(o) to this subchapter"
"9903.89.49","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(p) to this subchapter"
"9903.89.50",,"section_301","all","","The duty provided in the applicable subheading","","Irish and Scotch Whiskies (provided for in subheading 2208.30.30), the foregoing not described in subheading 9903.89.49"
"9903.89.52","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(q) to this subchapter"
"9903.89.55","0.25","section_301","all","","The duty provided inthe applicable subheading+ 25%","","Provided for in subheadings enumerated in U.S. note 21(r) to this subchapter"
"9903.89.57","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(s) to this subchapter"
"9903.89.59",,"section_301","all","","The duty provided in the applicable subheading","","Spirits obtained by distilling grape wine or grape marc (grape brandy), other than Pisco and Singani, in containers each holding not over 4 liters, valued over $3.43/liter (provided for in subheading "
"9903.89.61","0.15","section_301","all","","The duty provided in the applicable subheading + 15%","","Fuselages and fuselage sections, wings and wing assemblies (other than wings having exterior surfaces of carbon composite material), horizontal stabilizers, and vertical stabilizers as defined in U.S."
"9903.89.63",,"section_301","all","","The duty provided in the applicable subheading","","Other parts of airplanes or helicopters (provided for [described]in statistical reporting number 8803.30.0030), the foregoing not described [provided for]in subheading 9903.89.61"
"9903.90.08","0.35","ieepa","specific","RU","","35%","Articles the product of the Russian Federation, as provided for in U.S. note 30(a) to this subchapter and as provided for in the subheadings enumerated in U.S. note 30(b) to this subchapter"
"9903.90.09","0.7","ieepa","specific","RU","","70%","Articles the product of the Russian Federation, as provided for in U.S. note 30(c) to this subchapter and as provided for in the subheadings enumerated in U.S. note 30(d) to this subchapter"
"9903.91.01","0.25","ieepa","specific","CN","The duty provided in the applicable subheading + 25%","","Effective with respect to entries on or after September 27, 2024, articles the product of China, as provided for in subdivision (b) of U.S. note 31 to this subchapter"
"9903.91.02","0.5","ieepa","specific","CN","The duty provided in the applicable subheading + 50%","","Effective with respect to entries on or after September 27, 2024, articles the product of China, as provided for in subdivision (c) of U.S. note 31 to this subchapter"
"9903.91.03","1","ieepa","specific","CN","The duty provided in the applicable subheading + 100%","","Except as provided in heading 9903.91.10, effective with respect to entries on or after September 27, 2024, articles the product of China, as provided for in subdivision (d) of U.S. note 31 to this su"
"9903.91.04","0.25","ieepa","specific","CN","The duty provided in the applicable subheading + 25%","","Effective with respect to entries on or after January 1, 2025, and before January 1, 2026, articles the product of China, as provided for in subdivision (e) of U.S. note 31 to this subchapter"
"9903.91.05","0.5","ieepa","specific","CN","The duty provided in the applicable subheading + 50%","","Effective with respect to entries on or after January 1, 2025, articles the product of China, as provided for in subdivision (f) of U.S. note 31 to this subchapter"
"9903.91.06","0.25","ieepa","specific","CN","The duty provided in the applicable subheading + 25%","","Effective with respect to entries on or after January 1, 2026, articles the product of China, as provided for in subdivision (g) of U.S. note 31 to this subchapter"
"9903.91.07","0.5","ieepa","specific","CN","The duty provided in the applicable subheading + 50%","","Effective with respect to entries on or after January 1, 2026, articles the product of China, as provided for in subdivision (h) of U.S. note 31 to this subchapter"
"9903.91.08","1","ieepa","specific","CN","The duty provided in the applicable subheading + 100%","","Effective with respect to entries on or after January 1, 2026, articles the product of China, as provided for in subdivision (i) of U.S. note 31 to this subchapter"
"9903.91.09",,"ieepa","specific","CN","The duty provided in the applicable subheading","","Notwithstanding subheading 9903.92.10, effective with respect to entries, on or after September 27, 2024, of ship-to-shore gantry cranes, configured as a high- or low-profile steel superstructure and "
"9903.91.10",,"ieepa","all","","The duty provided in the applicable subheading","","Notwithstanding heading 9903.91.03, effective with respect to entries of enteral syringes, of China, on or after September 27, 2024, and before January 1, 2026 (described in statistical reporting numb"
"9903.91.11","0.25","ieepa","specific","CN","The duty provided in the applicable subheading + 25%","","Effective with respect to entries on or after January 1, 2025, articles the product of China, as provided for in subdivision (j) of U.S. note 31 to this subchapter"
"9903.91.12","1","ieepa","specific","CN","The duty provided in subheadings 8716.39.00, 8716.90.30 or 8716.90.50 + 100%","","Effective with respect to entries, on or after November 10, 2026, of intermodal chassis, subassemblies thereof, and parts thereof (provided for in statistical reporting number 8716.39.0090, or in subh"
"9903.91.13",,"ieepa","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries, on or after November 10, 2026, of articles the product of China, as provided for in subdivision (k)(ii) of U.S. note 31 to this subchapter (provided for in statistic"
"9903.91.14","1","ieepa","all","","The duty provided in the applicable subheading + 100%","","Effective with respect to entries, on or after November 10, 2026, of ship-to-shore gantry cranes, configured as a high- or low-profile steel superstructure and designed to unload intermodal containers"
"9903.91.15",,"ieepa","all","","The duty provided in the applicable subheading","","Notwithstanding heading 9903.91.14, effective with respect to entries, on or after November 10, 2026, of ship-to-shore gantry cranes, configured as a high- or low-profile steel superstructure and desi"
"9903.91.16",,"ieepa","all","","The duty provided in the applicable subheading","","Notwithstanding heading 9903.91.14, effective with respect to entries, on or after November 10, 2026, of ship-to-shore gantry cranes, configured as a high- or low-profile steel superstructure and desi"
"9903.92",,"ieepa","specific","CN","","","Effective with respect to entries, on or after September 27, 2024, of overhead traveling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting frames, other than overhead traveli"
"9903.92.10","0.25","ieepa","all","","The duty provided in the applicable subheading + 25%","","Except as provided in heading 9903.91.09, ship-to-shore gantry cranes, configured as a high- or low-profile steel superstructure and designed to unload intermodal containers from vessels with coupling"
"9903.92.80",,"ieepa","all","","The duty provided in the applicable subheading","","Other (provided for in subheading 8426.19.00)"
"9903.94.01","0.25","ieepa","all","","The duty provided in the applicable subheading + 25%","The duty provided in the applicable subheading + 25%","Except for products described in headings 9903.94.02, 9903.94.03, 9903.94.04, 9903.94.31, 9903.94.40, 9903.94.41, 9903.94.50, 9903.94.51, 9903.94.60, and 9903.94.61, passenger vehicles (sedans, sport "
"9903.94.02",,"ieepa","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Effective with respect to entries on or after April 3, 2025, articles as provided for in subdivision (c) of U.S. note 33 to this subchapter."
"9903.94.03",,"ieepa","all","","The duty provided in the applicable subheading + a duty of 25% upon the value of the non-U.S. content","No change","Effective with respect to entries on or after April 3, 2025, certain passenger vehicles and light trucks, as provided for in subdivision (d) of U.S. note 33 to this subchapter."
"9903.94.04",,"ieepa","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Effective with respect to entries on or after April 3, 2025, certain passenger vehicles and light trucks, as provided for in subdivision (e) of U.S. note 33 to this subchapter."
"9903.94.05","0.25","ieepa","all","","The duty provided in the applicable subheading + 25%","The duty provided in the applicable subheading +25%","Except for products described in headings 9903.94.06, 9903.94.32, 9903.94.33, 9903.94.42, 9903.94.43, 9903.94.44, 9903.94.45, 9903.94.52, 9903.94.53, 9903.94.54, 9903.94.55, 9903.94.62, and 9903.94.63"
"9903.94.06",,"ieepa","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading.","Effective with respect to entries on or after May 3, 2025, articles provided for in subdivision (h) of U.S. note 33 to this subchapter."
"9903.94.07","0.25","ieepa","all","","The duty provided in the applicable subheading + 25%","The duty provided in the applicable subheading + 25%","Except as provided for in headings 9903.94.33, 9903.94.44, 9903.94.45, 9903.94.54, 9903.94.55, 9903.94.64, and 9903.94.65, automobile parts as provided for in subdivision (p) of U.S. note 33 to this s"
"9903.94.31","0.075","ieepa","all","","The duty provided in the applicable subheading + 7.5%","No change.","Effective with respect to entries on or after [ ], passenger vehicles that are products of the United Kingdom as specified in subdivision (i) of U.S. note 33 to this subchapter, when entered under the"
"9903.94.32","0.1","ieepa","all","","10%","No change","Effective with respect to entries on or after [ ], parts of passenger vehicles and light trucks of the United Kingdom, classified in the subheadings enumerated in subdivision (j) of U.S. note 33 to th"
"9903.94.33","0.1","ieepa","all","","10%","No change","Automobile parts the product of the United Kingdom as provided for in subdivision (q) of U.S. note 33 to this subchapter."
"9903.94.40",,"ieepa","all","","The duty provided in the applicable subheading","No change.","Passenger vehicles and light trucks that are products of Japan as provided for in subdivision (k) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent) rate of duty under c"
"9903.94.41","0.15","ieepa","all","","15%","No change.","Passenger vehicles and light trucks that are products of Japan provided for in subdivision (k) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent) rate of duty under colu"
"9903.94.42",,"ieepa","all","","The duty provided in the applicable subheading","No change.","Parts of passenger vehicles and light trucks that are products of Japan as provided for subdivision (l) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent) rate of duty u"
"9903.94.43","0.15","ieepa","all","","15%","No change.","Parts of passenger vehicles and light trucks that are products of Japan as provided for in subdivision (l) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent) rate of dut"
"9903.94.44",,"ieepa","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Automobile parts the product of the European Union with an ad valorem (or ad valorem equivalent) rate of duty under column 1 equal to or greater than 15 percent, as provided for in subdivision (r) of "
"9903.94.45","0.15","ieepa","all","","15%","No change","Automobile parts the product of the European Union with an ad valorem (or ad valorem equivalent) rate of duty under column 1 less than 15 percent, as provided for in subdivision (r) of U.S. note 33 to"
"9903.94.50",,"ieepa","all","","The duty provided in the applicable subheading","No change.","Passenger vehicles and light trucks that are products of the European Union as specified in subdivision (n) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided"
"9903.94.51","0.15","ieepa","all","","15%","No change","Passenger vehicles and light trucks that are products of the European Union as specified in subdivision (n) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided"
"9903.94.52",,"ieepa","all","","The duty provided in the applicable subheading","No change.","Parts of passenger vehicles and light trucks that are products of the European Union as specified in subdivision (o) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as"
"9903.94.53","0.15","ieepa","all","","15%","No change.","Parts of passenger vehicles and light trucks that are products of the European Union as specified in subdivision (o) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as"
"9903.94.54",,"ieepa","all","","The duty provided in the applicable subheading","The duty provided in the applicable subheading","Automobile parts the product of Japan with an ad valorem (or ad valorem equivalent) rate of duty under column 1 equal to or greater than 15 percent, as provided for in subdivision (r) of U.S. note 33 "
"9903.94.55","0.15","ieepa","all","","15%","No change.","Automobile parts the product of Japan with an ad valorem (or ad valorem equivalent) rate of duty under column 1 less than 15 percent, as provided for in subdivision (r) of U.S. note 33 to this subchap"
"9903.94.60",,"ieepa","all","","The duty provided in the applicable subheading","No change","Passenger vehicles and light trucks that are products of South Korea as specified in subdivision (s) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in"
"9903.94.61","0.15","ieepa","all","","15%","No change","Passenger vehicles and light trucks that are products of South Korea as specified in subdivision (s) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in"
"9903.94.62",,"ieepa","all","","The duty provided in the applicable subheading","No change","Parts of passenger vehicles and light trucks that are products of South Korea as specified in subdivisions (g) and (t) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent "
"9903.94.63","0.15","ieepa","all","","15%","No change","Parts of passenger vehicles and light trucks that are products of South Korea as specified in subdivisions (g) and (t) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent "
"9903.94.64",,"ieepa","all","","The duty provided in the applicable subheading","No change","Parts of passenger vehicles and light trucks that are products of South Korea as specified in subdivisions (r) and (t) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent "
"9903.94.65","0.15","ieepa","all","","15%","No change","Parts of passenger vehicles and light trucks that are products of South Korea as specified in subdivisions (r) and (t) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent "
"9903.96.01",,"ieepa","all","","The duty provided in the applicable subheading","No change","Effective with respect to entries on or after [ ], articles of civil aircraft (all aircraft other than military aircraft); their engines, parts, and components; their other parts, components, and suba"
"9903.96.02",,"ieepa","all","","The duty provided in the applicable subheading","No change.","Articles of civil aircraft (all aircraft other than military aircraft); their engines, parts, and components; their other parts, components, and subassemblies; and ground flight simulators and their p"
